GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22400303,1610612756,PHX,Phoenix,1629626,Bol Bol,Bol,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
22400685,1610612756,PHX,Phoenix,1629626,Bol Bol,Bol,,,4:48,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,-2.0
22401154,1610612756,PHX,Phoenix,1629626,Bol Bol,Bol,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
1522400015,1610612756,PHX,Phoenix,1642486,Boo Buie III,Boo,G,,19:14,1.0,5.0,0.2,0.0,3.0,0.0,6.0,7.0,0.857,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,8.0,-6.0
22400431,1610612756,PHX,Phoenix,203078,Bradley Beal,Bradley,G,,39:44,12.0,24.0,0.5,4.0,11.0,0.364,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,3.0,28.0,-10.0
22400685,1610612756,PHX,Phoenix,203078,Bradley Beal,Bradley,,,28:20,9.0,12.0,0.75,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,2.0,21.0,10.0
22401154,1610612756,PHX,Phoenix,203078,Bradley Beal,Bradley,G,,26:14,3.0,8.0,0.375,1.0,6.0,0.167,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,2.0,7.0,-23.0
22401154,1610612756,PHX,Phoenix,1628998,Cody Martin,Cody,,,14:31,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,6.0,-8.0
22400685,1610612756,PHX,Phoenix,1631221,Collin Gillespie,Collin,,,4:04,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0
22401154,1610612756,PHX,Phoenix,1631221,Collin Gillespie,Collin,,,24:20,2.0,9.0,0.222,2.0,5.0,0.4,0.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,6.0,-13.0
22400303,1610612756,PHX,Phoenix,1627814,Damion Lee,Damion,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
22400431,1610612756,PHX,Phoenix,1627814,Damion Lee,Damion,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
22400685,1610612756,PHX,Phoenix,1627814,Damion Lee,Damion,,,4:48,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
22401154,1610612756,PHX,Phoenix,1627814,Damion Lee,Damion,,,9:04,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,8.0,-9.0
1522400015,1610612756,PHX,Phoenix,1631223,David Roddy,David,F,,28:19,4.0,14.0,0.286,2.0,8.0,0.25,2.0,2.0,1.0,1.0,6.0,7.0,1.0,0.0,2.0,4.0,3.0,12.0,-13.0
22400303,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,38:13,8.0,20.0,0.4,3.0,8.0,0.375,8.0,8.0,1.0,0.0,3.0,3.0,9.0,2.0,0.0,1.0,1.0,27.0,1.0
22400685,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,34:20,12.0,23.0,0.522,5.0,11.0,0.455,2.0,3.0,0.667,1.0,4.0,5.0,11.0,1.0,0.0,2.0,2.0,31.0,28.0
22401154,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,29:35,7.0,17.0,0.412,0.0,5.0,0.0,7.0,7.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0,21.0,-32.0
22400303,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,F,,32:27,4.0,8.0,0.5,3.0,6.0,0.5,6.0,6.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,17.0,-4.0
22400685,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,,,23:27,4.0,6.0,0.667,3.0,5.0,0.6,0.0,0.0,0.0,0.0,6.0,6.0,7.0,1.0,0.0,0.0,3.0,11.0,17.0
22401154,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,,,18:27,4.0,9.0,0.444,3.0,6.0,0.5,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,12.0,-6.0
